epoch,supply,reserve_balance,participants,validators,raw_delta_c,effective_delta_c,reproduction_applied,state_hash
68,1386.95071538,687.88075682,100,5,13.80371089,6.37257091,0.20705566,ea51ef592597b9123230e50682f662ceb6dcc217386a549baf5d953e47f928b0
69,1393.55916926,692.79304323,100,5,13.86950715,6.40041127,0.20804261,5833e2de79eaa31cd8d846259602d0e7129fbe5b2671875083653fa2a39bf872
70,1400.19655255,697.72668888,100,5,13.93559169,6.42834941,0.20903388,5599959da51d2839faa7371ae2a6aa23f7c2a0e0c946d8620763b795bc79ae80
71,1406.86296747,702.68176775,100,5,14.00196553,6.45638544,0.21002948,ae1928bbf374507ce55adcc6d542805ca2b12e5e4eda58728db32e103e849946
72,1413.55851636,707.65835385,100,5,14.06862967,6.48451944,0.21102945,0454c3b043a543ac0e32ccaa9ea6488f20a53ccbe12d94909b456efb28e020db
73,1420.2833017,712.65652132,100,5,14.13558516,6.51275156,0.21203378,7fff047c52e446fa08516cdcce939ffee79a9a201ca6da63d7552e49340d3d50
74,1427.03742608,717.67634432,100,5,14.20283302,6.54108188,0.2130425,62dbadecffd6bd29469b40a68bae99e93bbe834267482504c6622e2a2e1983af
75,1433.8209922,722.71789712,100,5,14.27037426,6.56951051,0.21405561,07c3795bee4b964b3cf17d9311e74e96778d560b954b190a4eb030d67b2a2dbf
76,1440.63410291,727.78125402,100,5,14.33820992,6.59803756,0.21507315,4f269e6ff21e61b799624d71542fb2ea061ca52ea6842d595f7cf36b8dd3fba6
77,1447.47686115,732.8664894,100,5,14.40634103,6.62666312,0.21609512,5f120ccf2b142308bad61313458e77bb369ec09d316074c6d4bf24886bd93120
78,1454.34936997,737.9736777,100,5,14.47476861,6.65538729,0.21712153,9845b1adbde55406523d238138dc5559ea0a5d099d1f3c1a49b1e39152df0253
79,1461.25173254,743.10289342,100,5,14.5434937,6.68421016,0.21815241,543104d2b427e6e7adabe2d2ef58eb249b8220bab25ff05a727f2cfe6ec6b08b
80,1468.18405212,748.25421112,100,5,14.61251733,6.71313182,0.21918776,3fa54714d8d59cbe538621112f8c9ac81291fca6c86a2b6a0b5f5658bf0e1e78
81,1475.1464321,753.42770541,100,5,14.68184052,6.74215237,0.22022761,8c8f6190dd5f2d739044c8247bb23e0df3ed3dd3e4aa2cd88bc7ebc195197456
82,1482.13897594,758.62345095,100,5,14.75146432,6.77127188,0.22127196,6d908238a93ddd1ad602570950328c3517abfa37d30f9d438c473e5f3aa05080
83,1489.16178724,763.84152246,100,5,14.82138976,6.80049045,0.22232085,07f6757ea4f1b3f86a941b5fa522c063dad0bf63813c0c0586d9ce3b1d0f8735
84,1496.21496966,769.08199471,100,5,14.89161787,6.82980815,0.22337427,fde4752ed858fafab813acd0cd4c7c48324f87f9b17281a2a612a935aff59e88
